pert_name	n_signatures	min_score	median_score	mean_score	best_fdr_q_nlog10	best_cell	moa	targets	direction
Merck60	12	-1.6765	-1.2582499999999999	-0.884725	15.6536	MCF7	HDAC inhibitor		negative
CNX-774	15	-1.6764	-0.9014	-0.6915399999999999	15.6536	SKMEL5	BTK inhibitor		negative
pimavanserin	14	-1.6758	-0.7885	-0.4351642857142857	15.6536	HUVEC	Serotonin receptor antagonist		negative
BRD-K60763357	8	-1.6744	-1.2593	-1.28	15.6536	A549	-666		negative
BRD-K08307026	13	-1.6739	-1.4629	-1.1704846153846153	15.6536	A375	-666		negative
BRD-K59023263	8	-1.6736	-1.50925	-1.2235375	15.6536	HT29	-666		negative
BRD-K98834634	9	-1.6721	-0.9506	-0.42817777777777777	15.6536	PC3	-666		negative
BRD-K78062244	14	-1.672	-0.9762000000000001	-0.5427785714285714	15.6536	HCC515	-666		negative
PF-750	17	-1.6712	0	-0.08508235294117647	15.6536	HT29	FAAH inhibitor		negative
BRD-K12961950	4	-1.671	-0.40395	-0.29705000000000004	15.6536	A549	-666		negative
metergoline	32	-1.6707	-0.74935	-0.46633125	15.6536	HT29	Dopamine receptor agonist|Serotonin receptor antagonist;-666		negative
BRD-K48853221	8	-1.67	-1.3992499999999999	-1.39105	15.6536	MCF7	-666		negative
perphenazine	13	-1.6698	-0.9973	-0.6544615384615384	15.6536	MCF7	Dopamine receptor antagonist		negative
BRD-K85123403	13	-1.6693	-0.767	-0.4911	15.6536	MCF7	-666		negative
PCI-24781	20	-1.6693	-0.80375	-0.672485	15.6536	MCF10A	HDAC inhibitor		negative
BRD-K53501402	9	-1.669	0	-0.10862222222222222	15.6536	A549	-666		negative
BRD-K36333904	12	-1.6689	-0.3723	-0.4796166666666667	15.6536	HT29	-666		negative
AZ-960	2	-1.6687	-1.3955000000000002	-1.3955000000000002	15.6536	A375	JAK inhibitor		negative
JFD02227	12	-1.6687	-0.38605	-0.16999166666666665	15.6536	MCF7	-666		negative
LGX-818	11	-1.6673	0	-0.20235454545454545	15.6536	A375	RAF inhibitor		negative
BRD-K68552125	19	-1.6669	-0.8452	-0.5904421052631579	15.6536	HUVEC	PKC activator		negative
BRD-A06276885	13	-1.6648	-0.8733	-0.5456307692307693	15.6536	HCC515	-666		negative
BRD-K69464193	2	-1.6643	-1.587	-1.587	15.6536	MCF10A	-666		negative
CCCP	14	-1.6637	-0.9883500000000001	-0.8784642857142857	15.6536	HCC515	Mitochondrial oxidative phosphorylation uncoupler		negative
BJM-CSC-15	9	-1.6634	0.7304	0.15254444444444445	15.6536	A549	-666		negative
BRD-K81335188	8	-1.6632	-1.0324499999999999	-0.8371125	15.6536	MCF7	-666		negative
MK-2206	41	-1.6628	-1.0327	-0.7984268292682927	15.6536	NALM6	AKT inhibitor		negative
BRD-K97701319	13	-1.6625	0	0.12959230769230767	15.6536	MCF7	-666		negative
bosutinib	37	-1.6618	-0.9481	-0.6041891891891892	15.6536	PC3	Src inhibitor|Abl inhibitor|Bcr-Abl inhibitor		negative
beta-carotene	2	-1.6617	-0.83085	-0.83085	15.6536	MCF10A	-666		negative
BRD-K93425199	8	-1.6613	-1.4428999999999998	-1.2259625	15.6536	HEPG2	-666		negative
CCT-244747	2	-1.6612	-0.8306	-0.8306	15.6536	A375	-666		negative
everolimus	56	-1.6612	-0.9310499999999999	-0.7135089285714286	15.6536	OCILY3	MTOR inhibitor;-666		negative
AZD-8931	13	-1.6609	-0.7228	-0.6074076923076923	15.6536	MCF10A	EGFR inhibitor		negative
UNC-2250	2	-1.6609	-1.5244499999999999	-1.5244499999999999	15.6536	PC3	MER tyrosine kinase inhibitor		negative
BRD-K11624501	9	-1.6606	-1.3702	-1.3908	15.6536	A549	-666		negative
NPC26	8	-1.6604	-1.4510999999999998	-1.45415	15.6536	HCC515	-666		negative
BRD-K01404579	9	-1.6601	-1.0976	-0.9260999999999999	15.6536	HEPG2	-666		negative
BRD-A58924247	8	-1.6593	-1.3093	-1.335825	15.6536	HT29	-666		negative
PF-03814735	12	-1.6593	-1.29665	-1.1791666666666667	15.6536	HUVEC	Aurora kinase inhibitor		negative
doxorubicin	51	-1.6593	-1.0734	-0.7682882352941176	15.6536	MCF7	Topoisomerase inhibitor;-666		negative
BRD-K86574132	21	-1.6592	0	-0.46568571428571426	15.6536	HCC515	-666		negative
PF-573228	21	-1.6588	-0.9125	-0.7332095238095239	15.6536	HCC515	Focal adhesion kinase inhibitor		negative
TG-101209	8	-1.6587	-1.36875	-1.1497125	15.6536	MCF7	JAK inhibitor		negative
PD-407824	13	-1.6559	-0.9497	-0.8557692307692307	15.6536	VCAP	PKC inhibitor		negative
ARRY-334543	13	-1.6553	-0.9067	-0.5246	15.6536	MCF10A	EGFR inhibitor		negative
BRD-K50817946	8	-1.6553	-1.3499500000000002	-1.367975	15.6536	A375	-666		negative
BRD-K30094073	1	-1.6551	-1.6551	-1.6551	15.6536	VCAP	-666		negative
BRD-K43570134	10	-1.6542	-0.94585	-0.7642	15.6536	PC3	-666		negative
baricitinib	23	-1.6542	0	0.0169608695652174	15.6536	TMD8	JAK inhibitor		negative
DY-131	13	-1.6537	0	0.06934615384615385	15.6536	MCF7	Estrogen receptor agonist		negative
JW-74	8	-1.6536	-0.3561	-0.4619375	15.6536	HCC515	WNT inhibitor|Tankyrase inhibitor		negative
BRD-K74733595	14	-1.6525	-0.87825	-0.7518785714285714	15.6536	MCF7	HDAC inhibitor		negative
LY-2835219	3	-1.6524	0	-0.5508000000000001	15.6536	HAP1	CDK inhibitor		negative
BRD-K08318631	10	-1.6517	-1.0750000000000002	-0.84024	15.6536	HT29	-666		negative
BRD-K30842649	8	-1.6516	-0.9573499999999999	-0.7956125	15.6536	HCC515	-666		negative
PP-110	18	-1.6516	-0.88895	-0.7559666666666667	15.6536	HT29	-666		negative
BIBU-1361	9	-1.6493	0	-0.38965555555555553	15.6536	HT29	EGFR inhibitor		negative
BRD-K45205755	9	-1.6493	0	-0.34025555555555553	15.6536	PC3	-666		negative
griseofulvin	21	-1.6481	0.8709	0.3790190476190476	15.6536	MCF7	Tubulin inhibitor		negative
RN-486	12	-1.6476	-1.10615	-0.6561416666666666	15.6536	OCILY10	-666		negative
BRD-K54606188	36	-1.6471	-0.8787	-0.6382361111111111	15.6536	HCC515	Bromodomain inhibitor		negative
BRD-K69503483	9	-1.647	-1.2294	-0.7836555555555555	15.6536	HT29	-666		negative
BRD-K91237281	2	-1.647	-1.19555	-1.19555	15.6536	MCF7	-666		negative
RG-2833	14	-1.6469	-0.94145	-0.7098357142857143	15.6536	A549	HDAC inhibitor		negative
lapatinib	53	-1.6469	0	-0.043481132075471704	15.6536	SKBR3	EGFR inhibitor|ERBB2 inhibitor;-666		negative
penfluridol	18	-1.6468	-0.89205	-0.5730333333333333	15.6536	HCC515	Calcium channel blocker		negative
PD-168077	13	-1.6458	0	0.2135153846153846	15.6536	MCF7	Dopamine receptor agonist		negative
BRD-K63423329	10	-1.6457	-1.1927500000000002	-0.86505	15.6536	HCC515	-666		negative
BRD-K20197338	11	-1.645	-1.3795	-1.0929545454545455	15.6536	HEPG2	-666		negative
BRD-K46556387	8	-1.645	-1.3810500000000001	-1.0761	15.6536	MCF7	-666		negative
R-547	15	-1.6447	-1.3188	-1.0330066666666666	15.6536	JURKAT	CDK inhibitor		negative
VU-0410183-2	14	-1.6438	-1.3415499999999998	-1.2000285714285714	15.6536	MCF7	-666		negative
SB-205607	21	-1.6436	0	-0.09732380952380952	15.6536	MCF7	-666;Delta 1 opioid receptor agonist		negative
SGI-1776	20	-1.6435	-1.0752000000000002	-0.9015650000000001	15.6536	HCC515	PIM inhibitor		negative
CEP-32496	7	-1.6415	1.0237	0.3341428571428572	15.6536	A375	RAF inhibitor		negative
clomifene	39	-1.6401	0	-0.39343333333333336	15.6536	HUVEC	-666;Estrogen receptor antagonist		negative
camptothecin	30	-1.6397	-1.0686	-0.9995233333333333	15.6536	A549	Topoisomerase inhibitor;-666		negative
BRD-K44256916	2	-1.6392	-0.8196	-0.8196	15.6536	MCF7	-666		negative
sirolimus	115	-1.6391	-0.8137	-0.5091	15.6536	HCC515	-666;MTOR inhibitor		negative
BRD-K49477330	10	-1.6384	-1.3431	-1.17999	15.6536	HCC515	-666		negative
AZD-7762	55	-1.638	0	-0.2514363636363636	15.6536	A549	-666;CHK inhibitor		negative
BRD-K91663486	10	-1.6378	-1.26	-0.95526	15.6536	HT29	-666		negative
erteberel	14	-1.6369	-0.3573	-0.5091785714285715	15.6536	HUVEC	Estrogen receptor agonist		negative
AVL-292	25	-1.6364	-0.9867	-0.580056	15.6536	HUVEC	BTK inhibitor		negative
nonoxynol-9	13	-1.6363	-1.0003	-0.7828	15.6536	PC3	Membrane integrity inhibitor		negative
perhexiline	18	-1.636	-1.1747999999999998	-0.7563166666666666	15.6536	MCF7	Carnitine palmitoyltransferase inhibitor		negative
BRD-K14844214	9	-1.635	-0.9908	-0.6680444444444444	15.6536	HCC515	-666		negative
BRD-K00889002	8	-1.6344	-1.29595	-1.1732	15.6536	PC3	-666		negative
BRD-K07005393	9	-1.6333	-0.9952	-0.7978222222222222	15.6536	MCF7	-666		negative
ICI-199441	14	-1.633	-0.4402	-0.33945	15.6536	MCF7	Opioid receptor agonist		negative
TG-101348	38	-1.6323	0	-0.3083921052631579	15.6536	HBL1	JAK inhibitor|FLT3 inhibitor		negative
atorvastatin	43	-1.6323	0	-0.2891604651162791	15.6536	HUVEC	HMGCR inhibitor;-666		negative
BRD-U86222656	9	-1.6322	-1.2438	-1.1830333333333334	15.6536	HA1E	-666		negative
VU-0418939-2	8	-1.6318	-1.4104999999999999	-1.3875125	15.6536	MCF7	-666		negative
BRD-K55612480	12	-1.6317	-0.33785	-0.19589166666666666	15.6536	MCF7	-666		negative
BRD-K54127914	3	-1.6315	-0.6783	-0.7699333333333334	15.6536	VCAP	-666		negative
AST-1306	17	-1.6309	-1.0677	-0.9485470588235294	15.6536	MCF10A	EGFR inhibitor		negative
BRD-K68906258	8	-1.6306	-1.06595	-0.8747125	15.6536	HCC515	-666		negative
quiflapon	23	-1.6306	0	-0.33631739130434785	15.6536	A375	Leukotriene inhibitor		negative
BRD-K15107389	13	-1.6301	0	0.15114615384615385	15.6536	A549	Ribosomal protein inhibitor		negative
BRD-K26370510	1	-1.63	-1.63	-1.63	15.6536	VCAP	-666		negative
BRD-K04546108	13	-1.6299	-1.3371	-1.0734692307692308	15.6536	HEPG2	JAK inhibitor		negative
ixazomib	27	-1.6297	0	-0.2741296296296296	15.6536	MCF10A	Proteasome inhibitor		negative
GSK-2126458	15	-1.6295	-1.0901	-0.6841933333333333	15.6536	PC3	-666		negative
WYE-354	14	-1.6295	-0.8523000000000001	-0.5153214285714286	15.6536	VCAP	MTOR inhibitor		negative
paclitaxel	58	-1.6294	0	-0.33701034482758624	15.6536	HUVEC	Tubulin inhibitor;-666		negative
BRD-K19181733	12	-1.6286	0	-0.4888416666666667	15.6536	MCF7	-666		negative
nutlin-3	33	-1.6282	0	-0.3500939393939394	15.6536	A549	MDM inhibitor		negative
genz-644282	11	-1.628	-0.9782	-0.5878454545454546	15.6536	MCF7	Topoisomerase inhibitor		negative
TW-37	17	-1.6278	-0.9189	-0.7250411764705882	15.6536	HCC515	BCL inhibitor		negative
BRD-K49010888	11	-1.6276	-1.1388	-0.9996636363636363	15.6536	THP1	-666		negative
BRD-K93830491	9	-1.6272	-1.0472	-0.8588888888888888	15.6536	MCF7	-666		negative
berbamine	8	-1.6267	-1.1114	-0.726825	15.6536	HT29	Calmodulin inhibitor		negative
VU-0418933-1	13	-1.6259	-1.1731	-0.9865923076923077	15.6536	A375	-666		negative
vorinostat	51	-1.6257	-1.0062	-0.7112627450980392	15.6536	HME1	HDAC inhibitor		negative
azauridine	9	-1.6254	0	-0.009922222222222214	15.6536	MCF7	Antiviral		negative
MK-1775	33	-1.6253	0	-0.05726666666666667	15.6536	A375	WEE1 kinase inhibitor		negative
BRD-K94544211	9	-1.6247	0	-0.33711111111111114	15.6536	PC3	-666		negative
F-1061-0166	14	-1.6244	-0.8448	-0.5115928571428572	15.6536	PC3	-666		negative
BRD-K78822642	9	-1.6238	-0.9173	-0.7191888888888889	15.6536	HEPG2	-666		negative
BRD-K85095987	8	-1.6237	-1.35	-1.056625	15.6536	PC3	-666		negative
BRD2492 + BRD3308	3	-1.6236	-1.4526	-1.3472666666666666	15.6536	PC3	-666		negative
GO-6976	8	-1.6217	-0.3561	-0.4598875	15.6536	HEPG2	-666		negative
nTZDpa	15	-1.6211	0	-0.11254666666666666	15.6536	MCF10A	PPAR receptor agonist		negative
BRD-K31706415	9	-1.621	-0.9418	-0.9649222222222222	15.6536	A549	-666		negative
buparlisib	15	-1.6208	-0.9697	-0.7198466666666666	15.6536	HEPG2	PI3K inhibitor		negative
lasalocid	31	-1.6208	-0.8922	-0.5173677419354838	15.6536	VCAP	Bacterial permeability inducer		negative
BRD-K23841751	14	-1.6207	0	-0.066	15.6536	A549	-666		negative
PF-05212384	11	-1.6199	-1.4047	-1.1430909090909092	15.6536	OCILY19	MTOR inhibitor|PI3K inhibitor		negative
WH-4-025	11	-1.6191	-0.9535	-0.8566	15.6536	HT29	-666		negative
AVA	8	-1.619	-0.8190999999999999	-0.607775	15.6536	MCF7	Nucleophosmin inhibitor		negative
BRD-K70771662	15	-1.6183	0	-0.31355333333333335	15.6536	MCF7	-666		negative
LB-42708	5	-1.6183	-1.248	-1.3198	15.6536	PC3	Farnesyltransferase inhibitor		negative
ZSTK-474	22	-1.6179	-0.8763000000000001	-0.7100590909090909	15.6536	MCF7	PI3K inhibitor		negative
BRD-K04472231	8	-1.6178	-1.2003499999999998	-0.7424	15.6536	PC3	-666		negative
SCH-772984	2	-1.6178	-0.8089	-0.8089	15.6536	A375	-666		negative
GSK-2110183	25	-1.6175	-0.6635	-0.41621199999999997	15.6536	NALM6	AKT inhibitor		negative
avermectin	2	-1.6171	-0.80855	-0.80855	15.6536	PC3	Anthelmintic		negative
BRD-K77637365	3	-1.6165	-1.5925	-1.5321	15.6536	MCF10A	-666		negative
methylene-blue	18	-1.6165	-1.0617	-0.9904777777777778	15.6536	A375	Nitric oxide production inhibitor|Guanylyl cyclase inhibitor|Monoamine oxidase inhibitor|Tau aggregation inhibitor		negative
BRD-K10649245	9	-1.6164	-0.9264	-0.6529777777777778	15.6536	MCF7	-666		negative
BRD-A09719808	7	-1.6162	-1.1384	-0.9413571428571429	15.6536	PC3	-666		negative
SR-33805	14	-1.616	-1.0009000000000001	-0.7208214285714285	15.6536	YAPC	Calcium channel blocker		negative
BIIB-021	20	-1.6159	-0.8264	-0.5498	15.6536	THP1	HSP inhibitor		negative
vinblastine	38	-1.6158	-1.0282	-0.7898631578947368	15.6536	PC3	-666		negative
BRD-K31856043	9	-1.6157	0	-0.27098888888888883	15.6536	PC3	-666		negative
K-252A	2	-1.6153	-1.40495	-1.40495	15.6536	A549	-666		negative
cerivastatin	8	-1.6131	-1.143	-0.728675	15.6536	PC3	HMGCR inhibitor		negative
ZM-447439	38	-1.613	-0.37925	-0.29535526315789473	15.6536	HUVEC	Aurora kinase inhibitor		negative
epoxycholesterol	13	-1.6125	0	-0.24782307692307692	15.6536	A549	LXR agonist		negative
pinaverium	14	-1.6125	-0.76085	-0.5352428571428571	15.6536	THP1	Calcium channel blocker		negative
GW-405833	23	-1.6116	-0.6846	-0.3666521739130435	15.6536	HT29	Cannabinoid receptor agonist		negative
BRD-K73951926	10	-1.6114	0	0.2005	15.6536	PC3	-666		negative
BRD-K17804045	8	-1.6113	-1.277	-1.1564875	15.6536	HCC515	-666		negative
KW-2478	15	-1.6113	-1.01	-0.6002133333333334	15.6536	MCF10A	HSP inhibitor		negative
sulconazole	14	-1.611	-0.4069	-0.5618428571428572	15.6536	PC3	Sterol demethylase inhibitor		negative
BRD-K33218708	10	-1.6105	-1.18415	-0.8590500000000001	15.6536	HT29	-666		negative
BX-912	19	-1.6105	-0.8476	-0.5171315789473684	15.6536	HT29	PDK inhibitor		negative
tacedinaline	20	-1.6103	0	-0.37265	15.6536	HEPG2	HDAC inhibitor		negative
ingenol-mebutate	13	-1.6102	-0.9594	-0.8517769230769231	15.6536	JURKAT	PKC activator		negative
SA-247636	2	-1.6101	-1.44165	-1.44165	15.6536	MCF7	-666		negative
BRD-K17230475	2	-1.6099	-1.2786	-1.2786	15.6536	MCF7	-666		negative
IKK-16	24	-1.6095	-1.0892	-0.7430875	15.6536	PC3	IKK inhibitor		negative
TAS-103	8	-1.6095	0	-0.15355000000000002	15.6536	A549	Topoisomerase inhibitor		negative
AZ-6102	2	-1.6089	-1.3700999999999999	-1.3700999999999999	15.6536	PC3	-666		negative
salermide	19	-1.6086	-1.0489	-0.8505105263157895	15.6536	HCC515	SIRT inhibitor		negative
BRD-K04887706	25	-1.6075	-1.1307	-0.69554	15.6536	MCF10A	AKT inhibitor		negative
BRD-K56411643	16	-1.6073	-1.2073	-1.14905625	15.6536	HA1E	-666		negative
entinostat	28	-1.6067	-0.98435	-0.7439214285714286	15.6536	MDAMB231	HDAC inhibitor		negative
U-0126	54	-1.6063	-0.77225	-0.43496111111111113	15.6536	HCC515	-666;MEK inhibitor		negative
BRD-K18726304	9	-1.6061	-1.008	-0.7412888888888889	15.6536	A549	-666		negative
BRD-K84468307	10	-1.6053	-0.7965500000000001	-0.61009	15.6536	A549	-666		negative
dioscin	2	-1.6051	-1.4278	-1.4278	15.6536	A375	Apoptosis stimulant		negative
methylstat	19	-1.6048	-1.2285	-1.0511368421052631	15.6536	A375	Histone demethylase inhibitor		negative
thioridazine	26	-1.6044	-0.788	-0.506676923076923	15.6536	HUVEC	Dopamine receptor antagonist		negative
BRD-A18411371	9	-1.6041	-1.2789	-1.1174444444444445	15.6536	HCC515	-666		negative
BRD-K10785504	8	-1.6038	-1.2298	-0.903625	15.6536	HEPG2	-666		negative
BRD-K58138547	8	-1.6035	-1.4903	-1.133725	15.6536	HCC515	-666		negative
homosalate	12	-1.6033	-0.2856	-0.24068333333333333	15.6536	MCF7	HSP inducer		negative
asiatic-acid	14	-1.6031	-0.4318	-0.22605714285714287	15.6536	PC3	-666;Apoptosis stimulant		negative
BRD-K47261397	7	-1.6022	-0.6432	-0.5734571428571429	15.6536	VCAP	-666		negative
BRD-K24156250	8	-1.6021	-1.221	-1.2594875	15.6536	PC3	-666		negative
BRD-K74690444	9	-1.6021	-0.877	-0.2722	15.6536	HEPG2	-666		negative
JIB04	2	-1.5989	-1.42165	-1.42165	15.6536	PC3	Histone lysine demethylase inhibitor		negative
sanguinarium-chloride	3	-1.5984	-1.2126	-1.2565666666666666	15.6536	A375	Acetylcholinesterase inhibitor|Apoptosis stimulant|Caspase activator|FtsZ inhibitor|Rho associated kinase inhibitor		negative
BRD-K32581454	12	-1.5974	-1.06495	-0.792775	15.6536	HEPG2	-666		negative
CCT-031374	13	-1.5966	-0.7925	-0.6654615384615384	15.6536	HT29	WNT inhibitor		negative
BRD-K84450674	9	-1.5963	-1.2352	-0.9925666666666667	15.6536	PC3	-666		negative
mitoxantrone	46	-1.5958	-0.8556999999999999	-0.5488434782608695	15.6536	LNCAP	Topoisomerase inhibitor		negative
metoclopramide	20	-1.5957	0.6898500000000001	0.352205	15.6536	VCAP	Dopamine receptor antagonist|Serotonin receptor antagonist		negative
BRD-K68313733	13	-1.5956	-0.9442	-0.6691846153846154	15.6536	HA1E	-666		negative
BRD-K95196255	8	-1.595	-1.2259	-1.2576625	15.6536	A375	-666		negative
pimozide	31	-1.5948	0	-0.44500322580645163	15.6536	HT29	Dopamine receptor antagonist		negative
BRD-K55767450	8	-1.5943	-1.33125	-1.173025	15.6536	HT29	-666		negative
BRD-K26304855	9	-1.5937	-1.3308	-1.3317333333333332	15.6536	HA1E	-666		negative
BRD-K00328666	9	-1.5935	-0.5795	-0.5356888888888889	15.6536	HT29	-666		negative
miconazole	16	-1.5934	-0.3146	-0.494625	15.6536	PC3	Bacterial cell wall synthesis inhibitor		negative
NU-7441	19	-1.5933	-0.795	-0.7069947368421052	15.6536	VCAP	P-glycoprotein inhibitor|DNA dependent protein kinase inhibitor		negative
STA-5326	14	-1.5921	-1.0851	-0.8495785714285714	15.6536	HUVEC	Interleukin inhibitor		negative
BRD-K74587389	8	-1.592	-1.3039	-1.1407625	15.6536	MCF7	-666		negative
BRD-K14027855	9	-1.5917	-1.3848	-1.3465222222222222	15.6536	HCC515	-666		negative
BRD-K45231555	10	-1.5907	-0.99015	-0.86055	15.6536	HEPG2	-666		negative
BRD-K18724229	9	-1.5906	-1.0844	-0.9108444444444445	15.6536	MCF7	-666		negative
dorsomorphin	24	-1.59	-1.10665	-0.97825	15.6536	HCC515	AMPK inhibitor		negative
ivermectin	19	-1.5899	-0.8844	-0.450578947368421	15.6536	HCC515	GABA receptor agonist;-666		negative
BRD-K82328933	10	-1.5898	-0.8625499999999999	-0.70963	15.6536	HT29	-666		negative
AZD-2014	11	-1.5894	-1.2194	-0.9124818181818182	15.6536	MCF10A	MTOR inhibitor		negative
BRD-K21691498	2	-1.5894	-0.7947	-0.7947	15.6536	VCAP	-666		negative
BRD-K39597586	12	-1.5894	0	-0.4305583333333333	15.6536	VCAP	-666		negative
TC-H-106	13	-1.5887	0	0.15436153846153844	15.6536	MCF7	HDAC inhibitor		negative
BRD-A40802033	2	-1.5884	-1.57735	-1.57735	15.6536	A375	-666		negative
oxindole-I	12	-1.5883	-0.9796499999999999	-0.610175	15.6536	MCF7	VEGFR inhibitor		negative
BRD-K52904470	14	-1.588	0.85775	0.42342142857142856	15.6536	VCAP	-666		negative
BRD-K31999759	9	-1.5866	0	-0.3561666666666667	15.6536	HEPG2	-666		negative
BRD-K92543914	9	-1.5865	-1.1483	-0.999	15.6536	HEPG2	-666		negative
simeprevir	14	-1.5863	0	-0.2296214285714286	15.6536	PC3	HCV inhibitor		negative
BRD-K72615639	13	-1.5862	-1.138	-1.0717692307692308	15.6536	PC3	-666		negative
BRD-K59562667	2	-1.5859	-1.2901500000000001	-1.2901500000000001	15.6536	PC3	-666		negative
BRD-K28036193	2	-1.5857	-0.44680000000000003	-0.44680000000000003	15.6536	PC3	-666		negative
BRD-K78970311	2	-1.5847	-0.32835	-0.32835	15.6536	U2OS	-666		negative
bithionol	14	-1.5845	-0.89485	-0.69075	15.6536	MCF7	Autotaxin inhibitor		negative
BRD-K02437976	8	-1.5844	0.3849	0.057237500000000024	15.6536	MCF7	-666		negative
BRD-K87125912	9	-1.5843	-1.3394	-1.0796999999999999	15.6536	HT29	-666		negative
oligomycin-a	32	-1.584	-0.72075	-0.486390625	15.6536	HT29	ATP synthase inhibitor|ATPase inhibitor;-666		negative
BRD-K58214070	8	-1.5836	-1.19495	-0.995675	15.6536	HA1E	-666		negative
BRD-K38934024	9	-1.5835	0	-0.3537666666666667	15.6536	HEPG2	-666		negative
BRD-K22552152	2	-1.5833	-1.2018499999999999	-1.2018499999999999	15.6536	MCF10A	-666		negative
SR-27897	20	-1.5828	0.3745	0.273455	15.6536	MCF10A	CCK receptor antagonist		negative
farnesylthiotriazole	13	-1.5828	-0.8958	-0.42346923076923076	15.6536	A375	-666		negative
GSK-1070916	28	-1.5825	-0.86005	-0.6031928571428572	15.6536	THP1	Aurora kinase inhibitor		negative
alpelisib	25	-1.5825	0	-0.26634	15.6536	TMD8	PI3K inhibitor		negative
cephalotaxine	4	-1.5824	0.8300000000000001	0.318975	15.6536	PC3	Protein synthesis inhibitor		negative
ST-4029573	13	-1.5819	-1.0864	-0.6961153846153846	15.6536	HT29	-666		negative
BRD-A02367930	16	-1.5816	0	0.07601875	15.6536	HUVEC	Estrogen receptor agonist|DNA directed DNA polymerase stimunlant|Estrogenic component in oral contraceptives		negative
saracatinib	56	-1.5816	-0.66005	-0.4497625	15.6536	YAPC	Src inhibitor;-666		negative
paroxetine	35	-1.5814	0	-0.1988542857142857	15.6536	THP1	-666;Selective serotonin reuptake inhibitor (SSRI)		negative
quizartinib	27	-1.5808	0	-0.06192592592592591	15.6536	HEPG2	FLT3 inhibitor		negative
AP-26113	11	-1.5807	-1.0067	-0.791	15.6536	MCF10A	ALK inhibitor		negative
BRD-K71855865	8	-1.5803	-1.2898	-0.8880625	15.6536	A375	-666		negative
BRD-K98739056	8	-1.5803	0	0.04653749999999998	15.6536	PC3	-666		negative
SA-84869	2	-1.5802	-1.5693000000000001	-1.5693000000000001	15.6536	MCF7	-666		negative
KUC111774N	9	-1.5801	-1.2077	-0.8788	15.6536	A375	-666		negative
niclosamide	29	-1.5801	-0.7823	-0.512751724137931	15.6536	A549	DNA inhibitor|STAT inhibitor		negative
BRD-K95638669	8	-1.58	-1.50625	-1.258275	15.6536	MCF7	-666		negative
BRD-M47397275	2	-1.5798	-0.7899	-0.7899	15.6536	MCF10A	-666		negative
SA-1460192	8	-1.5795	-0.4543	-0.5760625	15.6536	NKDBA	-666		negative
BRD-K68007270	9	-1.5789	-0.7775	-0.6900555555555555	15.6536	PC3	-666		negative
chlordiazepoxide	8	-1.5789	0	-0.017824999999999994	15.6536	MCF7	Benzodiazepine receptor agonist		negative
BRD-K38292946	8	-1.5784	-1.0335999999999999	-1.098675	15.6536	A375	-666		negative
BRD-K83816656	9	-1.5783	0	-0.2058888888888889	15.6536	PC3	-666		negative
